
Ontario,Thunder Bay,2011A00053558004,Violence Against Women,General - females,Number of beds,48,7.7,14.7,10925
Ontario,Timmins,2011A00053556027,Violence Against Women,General - females,Number of beds,10,7.8,13.6,10963
Ontario,Toronto,2011A00053520005,Violence Against Women,General - females,Number of beds,279,8.2,20.2,15076
Ontario,Tyendinaga Mohawk Territory,2011A00053512004,Violence Against Women,General - females,Number of beds,16,8.8,,15092
Ontario,Wawa,2011A00053557076,Violence Against Women,General - females,Number of beds,10,6.3,13.5,15102
Ontario,Welland,2011A00053526032,Violence Against Women,General - females,Number of beds,10,8.8,17.5,15138
Ontario,Whitby,2011A00053518009,Violence Against Women,General - females,Number of beds,0,7.4,7.7,15203
Manitoba,Brandon,2011A00054607062,Violence Against Women,General - females,Number of beds,48,7.3,15.8,15304
Manitoba,Dauphin,2011A00054617050,Violence Against Women,General - females,Number of beds,14,6.7,21,15345
Manitoba,Selkirk,2011A00054613047,Violence Against Women,General - females,Number of beds,17,8.7,18.1,15362
Manitoba,Steinbach,2011A00054602044,Violence Against Women,General - females,Number of beds,17,5.6,17.1,15379
Manitoba,The Pas,2011A00054621045,Violence Against Women,General - females,Number of beds,21,6.1,15.8,15434
Manitoba,Thompson,2011A00054622026,Violence Against Women,General - females,Number of beds,30,7.6,13.8,15505
Manitoba,Winnipeg,2011A00054611040,Violence Against Women,General - females,Number of beds,184,6.5,15.9,16428
Saskatchewan,Battleford,2011A00054712079,Violence Against Women,General - females,Number of beds,34,9.1,10.2,16462
Saskatchewan,La Ronge,2011A00054718041,Violence Against Women,General - females,Number of beds,14,7.2,21.3,16476
Saskatchewan,Meadow Lake,2011A00054717052,Violence Against Women,General - females,Number of beds,21,8.6,20,16497
Saskatchewan,Moose Jaw,2011A00054707039,Violence Against Women,General - females,Number of beds,16,6.6,13.4,16525
Saskatchewan,North Battleford,2011A00054716029,Violence Against Women,General - females,Number of beds,16,8.7,19.7,16557
Saskatchewan,Prince Albert,2011A00054715066,Violence Against Women,General - females,Number of beds,25,10,19.2,16822
Saskatchewan,Regina,2011A00054706027,Violence Against Women,General - females,Number of beds,68,6,11.8,17146
Saskatchewan,Saskatoon,2011A00054711066,Violence Against Women,General - females,Number of beds,52,6.8,12.8,17504
Saskatchewan,Swift Current,2011A00054708004,Violence Against Women,General - females,Number of beds,15,4.7,9.6,17519
Saskatchewan,Yorkton,2011A00054709012,Violence Against Women,General - females,Number of beds,40,6.4,13.5,17559
Alberta,Banff,2011A00054815035,Violence Against Women,General - females,Number of beds,3,4.7,6.3,17562
Alberta,Black Diamond,2011A00054806011,Violence Against Women,General - females,Number of beds,6,9.5,10.3,17568
Alberta,Brooks,2011A00054802034,Violence Against Women,General - females,Number of beds,10,9.2,10.2,17578
Alberta,Calgary,2011A00054806016,Violence Against Women,General - females,Number of beds,224,9.5,9.3,20212
Alberta,Camrose,2011A00054810011,Violence Against Women,General - females,Number of beds,22,9.4,10.1,20234
Alberta,Cold Lake,2011A00054812002,Violence Against Women,General - females,Number of beds,28,8.5,5.8,20262
Alberta,Edmonton,2011A00054811061,Violence Against Women,General - females,Number of beds,163,8.8,10.9,21558
Alberta,Fairview,2011A00054819068,Violence Against Women,General - females,Number of beds,26,9.6,10.7,21584
Alberta,Grande Cache,2011A00054818005,Violence Against Women,General - females,Number of beds,6,12.4,7.5,21590
Alberta,Grande Prairie,2011A00054819012,Violence Against Women,General - females,Number of beds,40,9.7,7.2,21860
Alberta,High Level,2011A00054817093,Violence Against Women,General - females,Number of beds,13,5.5,9,21893
Alberta,Hinton,2011A00054814019,Violence Against Women,General - females,Number of beds,11,7.4,7,21904
Alberta,Lethbridge,2011A00054802012,Violence Against Women,General - females,Number of beds,24,6.6,11.5,22037
Alberta,Medicine Hat,2011A00054801006,Violence Against Women,General - females,Number of beds,41,10,11.5,22125
Alberta,Peace River,2011A00054819038,Violence Against Women,General - females,Number of beds,23,8.1,8.6,22148
Alberta,Pincher Creek,2011A00054803014,Violence Against Women,General - females,Number of beds,16,8.1,11.1,22164
Alberta,Red Deer,2011A00054808011,Violence Against Women,General - females,Number of beds,36,10.2,10,22289
Alberta,Rocky Mountain House,2011A00054809015,Violence Against Women,General - females,Number of beds,7,12.7,9.4,22296
Alberta,St. Paul,2011A00054812018,Violence Against Women,General - females,Number of beds,25,9.5,10.3,22321
Alberta,Strathmore,2011A00054805018,Violence Against Women,General - females,Number of beds,25,8.7,8.4,22346
Alberta,Taber,2011A00054802021,Violence Against Women,General - females,Number of beds,18,4.5,17.2,22364
Alberta,Whitecourt,2011A00054813030,Violence Against Women,General - females,Number of beds,14,13.2,8.8,22378
Alberta,Wood Buffalo,2011A00054816037,Violence Against Women,General - females,Number of beds,30,7,4.4,22622
British Columbia,Abbotsford,2011A00055909052,Violence Against Women,General - females,Number of beds,12,6.6,12.8,22668
British Columbia,Burnaby,2011A00055915025,Violence Against Women,General - females,Number of beds,14,6.4,20.6,22682
British Columbia,Burns Lake,2011A00055951022,Violence Against Women,General - females,Number of beds,6,13,18.4,22688
British Columbia,Campbell River,2011A00055924034,Violence Against Women,General - females,Number of beds,20,9.5,15.4,22730
British Columbia,Chetwynd,2011A00055955010,Violence Against Women,General - females,Number of beds,0,13.7,11.5,22733
British Columbia,Chilliwack,2011A00055909020,Violence Against Women,General - females,Number of beds,18,6.4,14.8,22762
British Columbia,Clearwater,2011A00055933067,Violence Against Women,General - females,Number of beds,10,9.1,17.3,22772
British Columbia,Colwood,2011A00055917041,Violence Against Women,General - females,Number of beds,0,4.7,7.6,22783
British Columbia,Coquitlam,2011A00055915034,Violence Against Women,General - females,Number of beds,5,6.1,17.7,22848
British Columbia,Courtenay,2011A00055926010,Violence Against Women,General - females,Number of beds,12,8.5,18.2,22874
British Columbia,Cranbrook,2011A00055901022,Violence Against Women,General - females,Number of beds,10,7.8,13.5,22884
British Columbia,Creston,2011A00055903004,Violence Against Women,General - females,Number of beds,14,6.1,22.3,22898
British Columbia,Dawson Creek,2011A00055955014,Violence Against Women,General - females,Number of beds,7,12.2,12.6,22913
British Columbia,Duncan,2011A00055919012,Violence Against Women,General - females,Number of beds,10,9.2,28.8,22953
British Columbia,Elkford,2011A00055901003,Violence Against Women,General - females,Number of beds,6,5.4,4.8,22959
British Columbia,Fort St. James,2011A00055951013,Violence Against Women,General - females,Number of beds,8,11.1,11.4,22967
British Columbia,Fort St. John,2011A00055955034,Violence Against Women,General - females,Number of beds,16,10.8,7.8,23007
British Columbia,Gold River,2011A00055924025,Violence Against Women,General - females,Number of beds,10,8.9,16.5,23017
British Columbia,Golden,2011A00055939007,Violence Against Women,General - females,Number of beds,10,8.8,12.4,23027
British Columbia,Grand Forks,2011A00055905032,Violence Against Women,General - females,Number of beds,5,9,20.3,23032
British Columbia,Invermere,2011A00055901039,Violence Against Women,General - females,Number of beds,6,5.7,10.9,23038
British Columbia,Kamloops,2011A00055933042,Violence Against Women,General - females,Number of beds,23,7.5,12.6,23140
British Columbia,Kaslo,2011A00055903023,Violence Against Women,General - females,Number of beds,25,7.1,26.1,23165
British Columbia,Kelowna,2011A00055935010,Violence Against Women,General - females,Number of beds,16,6.9,13.4,23271
British Columbia,Keremeos,2011A00055907009,Violence Against Women,General - females,Number of beds,10,16.8,22.8,23281
British Columbia,Kitimat,2011A00055949005,Violence Against Women,General - females,Number of beds,8,12.5,8.3,23289
British Columbia,Langley,2011A00055915001,Violence Against Women,General - females,Number of beds,12,4.4,9.7,23331
British Columbia,Lytton,2011A00055933015,Violence Against Women,General - females,Number of beds,12,8.7,,23343
British Columbia,Mackenzie,2011A00055953033,Violence Against Women,General - females,Number of beds,2,8,7.7,23345
British Columbia,Maple Ridge,2011A00055915075,Violence Against Women,General - females,Number of beds,12,5.1,10.7,23402
British Columbia,Masset,2011A00055947023,Violence Against Women,General - females,Number of beds,24,3.6,19.5,23426
British Columbia,McBride,2011A00055953012,Violence Against Women,General - females,Number of beds,10,15.7,25,23436
British Columbia,Merritt,2011A00055933006,Violence Against Women,General - females,Number of beds,12,9.5,17.4,23448
British Columbia,Mission,2011A00055909056,Violence Against Women,General - females,Number of beds,10,6,13.7,23478
British Columbia,Nakusp,2011A00055903050,Violence Against Women,General - females,Number of beds,4,8.6,21.8,23482
British Columbia,Nanaimo,2011A00055921007,Violence Against Women,General - females,Number of beds,17,7.7,17.3,23540
British Columbia,Nelson,2011A00055903015,Violence Against Women,General - females,Number of beds,8,8.8,19.2,23565
British Columbia,New Westminster,2011A00055915029,Violence Against Women,General - females,Number of beds,12,6,15.6,23666
British Columbia,Osoyoos,2011A00055907005,Violence Against Women,General - females,Number of beds,10,7.2,17.2,23676
British Columbia,Parksville,2011A00055921018,Violence Against Women,General - females,Number of beds,3,6.5,14.4,23679
British Columbia,Penticton,2011A00055907041,Violence Against Women,General - females,Number of beds,34,8.8,17,23724
British Columbia,Port Alberni,2011A00055923008,Violence Against Women,General - females,Number of beds,11,10.3,23.5,23747
British Columbia,Port Hardy,2011A00055943023,Violence Against Women,General - females,Number of beds,3,8.6,22.5,23750
British Columbia,Powell River,2011A00055927008,Violence Against Women,General - females,Number of beds,3,7.3,17,23753
British Columbia,Prince George,2011A00055953023,Violence Against Women,General - females,Number of beds,28,9.3,13.3,23872
British Columbia,Prince Rupert,2011A00055947012,Violence Against Women,General - females,Number of beds,8,12.6,17.7,23890
British Columbia,Princeton,2011A00055907024,Violence Against Women,General - females,Number of beds,4,6.8,19.7,23894
British Columbia,Quesnel,2011A00055941013,Violence Against Women,General - females,Number of beds,13,11.3,19.5,23917
British Columbia,Revelstoke,2011A00055939019,Violence Against Women,General - females,Number of beds,10,8.5,11.5,23937
British Columbia,Salmon Arm,2011A00055939032,Violence Against Women,General - females,Number of beds,3,6.3,13.7,23940
British Columbia,Sechelt,2011A00055929011,Violence Against Women,General - females,Number of beds,18,7.5,16.5,23958
British Columbia,Smithers,2011A00055951043,Violence Against Women,General - females,Number of beds,13,8.9,11.9,23980
British Columbia,Sooke,2011A00055917052,Violence Against Women,General - females,Number of beds,5,6.2,14.4,23985
British Columbia,Squamish,2011A00055931006,Violence Against Women,General - females,Number of beds,7,5.4,9.7,24007
British Columbia,Surrey,2011A00055915004,Violence Against Women,General - females,Number of beds,40,6.5,14.8,24217
British Columbia,Telegraph Creek,2011A00055949847,Violence Against Women,General - females,Number of beds,12,50,,24229
British Columbia,Terrace,2011A00055949011,Violence Against Women,General - females,Number of beds,12,8.8,13.2,24257
British Columbia,Trail,2011A00055905014,Violence Against Women,General - females,Number of beds,15,9.7,17.6,24272
British Columbia,Tumbler Ridge,2011A00055955003,Violence Against Women,General - females,Number of beds,2,23,15.1,24274
British Columbia,Ucluelet,2011A00055923019,Violence Against Women,General - females,Number of beds,10,6.1,14.6,24284
British Columbia,Valemount,2011A00055953007,Violence Against Women,General - females,Number of beds,10,11.2,19.9,24294
British Columbia,Vancouver,2011A00055915022,Violence Against Women,General - females,Number of beds,137,5.6,18.8,25859
British Columbia,Vanderhoof,2011A00055951007,Violence Against Women,General - females,Number of beds,11,8.1,11.1,25870
British Columbia,Vernon,2011A00055937014,Violence Against Women,General - females,Number of beds,27,8,16.5,25922
British Columbia,Whistler,2011A00055931020,Violence Against Women,General - females,Number of beds,10,4.7,11.2,25932
British Columbia,White Rock,2011A00055915007,Violence Against Women,General - females,Number of beds,0,6,15.4,25937
British Columbia,Williams Lake,2011A00055941009,Violence Against Women,General - females,Number of beds,16,7.6,15.7,25983
Yukon,Carmacks,2011A00056001012,Violence Against Women,General - females,Number of beds,5,15.9,,25988
Yukon,Ross River,2011A00056001037,Violence Against Women,General - females,Number of beds,8,29.4,,25996
Yukon,Watson Lake,2011A00056001003,Violence Against Women,General - females,Number of beds,9,14.6,,26005
Yukon,Whitehorse,2011A00056001009,Violence Against Women,General - females,Number of beds,15,7,,26045
Northwest Territories,Fort Smith,2011A00056105001,Violence Against Women,General - females,Number of beds,8,12.4,,26053
Northwest Territories,Hay River,2011A00056105016,Violence Against Women,General - females,Number of beds,12,8.3,,26065
Northwest Territories,Inuvik,2011A00056101017,Violence Against Women,General - females,Number of beds,8,8.8,,26073
Northwest Territories,Tuktoyaktuk,2011A00056101036,Violence Against Women,General - females,Number of beds,4,26.4,,26077
Northwest Territories,Yellowknife,2011A00056106023,Violence Against Women,General - females,Number of beds,12,5.9,,26226
Nunavut,Cambridge Bay,2011A00056208073,Violence Against Women,General - females,Number of beds,6,17.2,,26232
Nunavut,Cape Dorset,2011A00056204007,Violence Against Women,General - females,Number of beds,6,27.3,,26238
Nunavut,Iqaluit,2011A00056204003,Violence Against Women,General - females,Number of beds,14,9.6,,26286
Nunavut,Rankin Inlet,2011A00056205017,Violence Against Women,General - females,Number of beds,8,17.5,,26294
Nunavut,Taloyoak,2011A00056208087,Violence Against Women,General - females,Number of beds,0,39.7,,26294
