Newfoundland and Labrador,2016A000210,Transitional Housing,General - males,Number of beds,2
Newfoundland and Labrador,2016A000210,Transitional Housing,General - females,Number of shelters,2
Newfoundland and Labrador,2016A000210,Transitional Housing,General - females,Number of beds,12
Newfoundland and Labrador,2016A000210,Transitional Housing,Youth,Number of shelters,2
Newfoundland and Labrador,2016A000210,Transitional Housing,Youth,Number of beds,25
Newfoundland and Labrador,2016A000210,Transitional Housing,Family,Number of shelters,0
Newfoundland and Labrador,2016A000210,Transitional Housing,Family,Number of beds,0
Newfoundland and Labrador,2016A000210,Violence Against Women,General - females,Number of shelters,19
Newfoundland and Labrador,2016A000210,Violence Against Women,General - females,Number of beds,136
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,General - both genders,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,General - both genders,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,General - males,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,General - males,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,General - females,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,General - females,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,Youth,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,Youth,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,Family,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Emergency,Family,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,General - both genders,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,General - both genders,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,General - males,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,General - males,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,General - females,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,General - females,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,Youth,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,Youth,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,Family,Number of shelters,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Transitional Housing,Family,Number of beds,0
"Carbonear, Newfoundland and Labrador",2011A00051001370,Violence Against Women,General - females,Number of shelters,1
"Carbonear, Newfoundland and Labrador",2011A00051001370,Violence Against Women,General - females,Number of beds,15
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,General - both genders,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,General - both genders,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,General - males,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,General - males,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,General - females,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,General - females,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,Youth,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,Youth,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,Family,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Emergency,Family,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,General - both genders,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,General - both genders,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,General - males,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,General - males,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,General - females,Number of shelters,1
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,General - females,Number of beds,4
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,Youth,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,Youth,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,Family,Number of shelters,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Transitional Housing,Family,Number of beds,0
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Violence Against Women,General - females,Number of shelters,2
"Corner Brook, Newfoundland and Labrador",2011A00051005018,Violence Against Women,General - females,Number of beds,33
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,General - both genders,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,General - both genders,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,General - males,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,General - males,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,General - females,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,General - females,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,Youth,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,Youth,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,Family,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Emergency,Family,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,General - both genders,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,General - both genders,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,General - males,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,General - males,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,General - females,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,General - females,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,Youth,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,Youth,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,Family,Number of shelters,0
"Gander, Newfoundland and Labrador",2011A00051006009,Transitional Housing,Family,Number of beds,0
"Gander, Newfoundland and Labrador",2011A00051006009,Violence Against Women,General - females,Number of shelters,7
"Gander, Newfoundland and Labrador",2011A00051006009,Violence Against Women,General - females,Number of beds,37
"Goose Bay, Newfoundland and Labrador",,Emergency,General - both genders,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Emergency,General - both genders,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Emergency,General - males,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Emergency,General - males,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Emergency,General - females,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Emergency,General - females,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Emergency,Youth,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Emergency,Youth,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Emergency,Family,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Emergency,Family,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,General - both genders,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,General - both genders,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,General - males,Number of shelters,1
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,General - males,Number of beds,2
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,General - females,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,General - females,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,Youth,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,Youth,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,Family,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Transitional Housing,Family,Number of beds,0
"Goose Bay, Newfoundland and Labrador",,Violence Against Women,General - females,Number of shelters,0
"Goose Bay, Newfoundland and Labrador",,Violence Against Women,General - females,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,General - both genders,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,General - both genders,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,General - males,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,General - males,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,General - females,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,General - females,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,Youth,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,Youth,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,Family,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Emergency,Family,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,General - both genders,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,General - both genders,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,General - males,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,General - males,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,General - females,Number of shelters,1
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,General - females,Number of beds,8
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,Youth,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,Youth,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,Family,Number of shelters,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Transitional Housing,Family,Number of beds,0
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Violence Against Women,General - females,Number of shelters,1
"Happy Valley - Goose Bay, Newfoundland and Labrador",2011A00051010025,Violence Against Women,General - females,Number of beds,10
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,General - both genders,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,General - both genders,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,General - males,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,General - males,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,General - females,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,General - females,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,Youth,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,Youth,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,Family,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Emergency,Family,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,General - both genders,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,General - both genders,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,General - males,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,General - males,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,General - females,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,General - females,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,Youth,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,Youth,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,Family,Number of shelters,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Transitional Housing,Family,Number of beds,0
"Hopedale, Newfoundland and Labrador",2011A00051011030,Violence Against Women,General - females,Number of shelters,1
"Hopedale, Newfoundland and Labrador",2011A00051011030,Violence Against Women,General - females,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,General - both genders,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,General - both genders,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,General - males,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,General - males,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,General - females,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,General - females,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,Youth,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,Youth,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,Family,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Emergency,Family,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,General - both genders,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,General - both genders,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,General - males,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,General - males,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,General - females,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,General - females,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,Youth,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,Youth,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,Family,Number of shelters,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Transitional Housing,Family,Number of beds,0
"Labrador City, Newfoundland and Labrador",2011A00051010032,Violence Against Women,General - females,Number of shelters,1
"Labrador City, Newfoundland and Labrador",2011A00051010032,Violence Against Women,General - females,Number of beds,9
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,General - both genders,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,General - both genders,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,General - males,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,General - males,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,General - females,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,General - females,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,Youth,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,Youth,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,Family,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Emergency,Family,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,General - both genders,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,General - both genders,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,General - males,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,General - males,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,General - females,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,General - females,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,Youth,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,Youth,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,Family,Number of shelters,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Transitional Housing,Family,Number of beds,0
"Marystown, Newfoundland and Labrador",2011A00051002024,Violence Against Women,General - females,Number of shelters,1
"Marystown, Newfoundland and Labrador",2011A00051002024,Violence Against Women,General - females,Number of beds,10
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,General - both genders,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,General - both genders,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,General - males,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,General - males,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,General - females,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,General - females,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,Youth,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,Youth,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,Family,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Emergency,Family,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,General - both genders,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,General - both genders,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,General - males,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,General - males,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,General - females,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,General - females,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,Youth,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,Youth,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,Family,Number of shelters,0
"Nain, Newfoundland and Labrador",2011A00051011035,Transitional Housing,Family,Number of beds,0
"Nain, Newfoundland and Labrador",2011A00051011035,Violence Against Women,General - females,Number of shelters,1
"Nain, Newfoundland and Labrador",2011A00051011035,Violence Against Women,General - females,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,General - both genders,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,General - both genders,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,General - males,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,General - males,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,General - females,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,General - females,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,Youth,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,Youth,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,Family,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Emergency,Family,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,General - both genders,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,General - both genders,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,General - males,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,General - males,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,General - females,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,General - females,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,Youth,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,Youth,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,Family,Number of shelters,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Transitional Housing,Family,Number of beds,0
"Natuashish, Newfoundland and Labrador",2011A00051010801,Violence Against Women,General - females,Number of shelters,1
"Natuashish, Newfoundland and Labrador",2011A00051010801,Violence Against Women,General - females,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,General - both genders,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,General - both genders,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,General - males,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,General - males,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,General - females,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,General - females,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,Youth,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,Youth,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,Family,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Emergency,Family,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,General - both genders,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,General - both genders,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,General - males,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,General - males,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,General - females,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,General - females,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,Youth,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,Youth,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,Family,Number of shelters,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Transitional Housing,Family,Number of beds,0
"Rigolet, Newfoundland and Labrador",2011A00051011010,Violence Against Women,General - females,Number of shelters,1
"Rigolet, Newfoundland and Labrador",2011A00051011010,Violence Against Women,General - females,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,General - both genders,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,General - both genders,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,General - males,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,General - males,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,General - females,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,General - females,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,Youth,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,Youth,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,Family,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Emergency,Family,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,General - both genders,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,General - both genders,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,General - males,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,General - males,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,General - females,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,General - females,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,Youth,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,Youth,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,Family,Number of shelters,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Transitional Housing,Family,Number of beds,0
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Violence Against Women,General - females,Number of shelters,1
"Sheshatshiu, Newfoundland and Labrador",2011A00051010802,Violence Against Women,General - females,Number of beds,0
"St. John's, Newfoundland and Labrador",2011A00051001519,Emergency,General - both genders,Number of shelters,2
"St. John's, Newfoundland and Labrador",2011A00051001519,Emergency,General - both genders,Number of beds,24
"St. John's, Newfoundland and Labrador",2011A00051001519,Emergency,General - males,Number of shelters,0
"St. John's, Newfoundland and Labrador",2011A00051001519,Emergency,General - males,Number of beds,0
"St. John's, Newfoundland and Labrador",2011A00051001519,Emergency,General - females,Number of shelters,0
