Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Transitional Housing,General - females,Number of shelters,1,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Transitional Housing,General - females,Number of beds,8,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Transitional Housing,Youth,Number of shelters,0,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Transitional Housing,Youth,Number of beds,0,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Transitional Housing,Family,Number of shelters,0,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Transitional Housing,Family,Number of beds,0,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Violence Against Women,General - females,Number of shelters,1,8.3,7.4
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Violence Against Women,General - females,Number of beds,10,8.3,7.4
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,General - both genders,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,General - both genders,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,General - males,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,General - males,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,General - females,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,General - females,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,Youth,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,Youth,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,Family,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Emergency,Family,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,General - both genders,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,General - both genders,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,General - males,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,General - males,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,General - females,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,General - females,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,Youth,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,Youth,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,Family,Number of shelters,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Transitional Housing,Family,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Violence Against Women,General - females,Number of shelters,1,15.6,25.2
Newfoundland and Labrador,Hopedale,2011A00051011030,Violence Against Women,General - females,Number of beds,0,15.6,25.2
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,General - both genders,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,General - both genders,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,General - males,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,General - males,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,General - females,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,General - females,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,Youth,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,Youth,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,Family,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Emergency,Family,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,General - both genders,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,General - both genders,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,General - males,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,General - males,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,General - females,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,General - females,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,Youth,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,Youth,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,Family,Number of shelters,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Transitional Housing,Family,Number of beds,0,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Violence Against Women,General - females,Number of shelters,1,8.5,5.3
Newfoundland and Labrador,Labrador City,2011A00051010032,Violence Against Women,General - females,Number of beds,9,8.5,5.3
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,General - both genders,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,General - both genders,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,General - males,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,General - males,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,General - females,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,General - females,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,Youth,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,Youth,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,Family,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Emergency,Family,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,General - both genders,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,General - both genders,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,General - males,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,General - males,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,General - females,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,General - females,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,Youth,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,Youth,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,Family,Number of shelters,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Transitional Housing,Family,Number of beds,0,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Violence Against Women,General - females,Number of shelters,1,21.1,17
Newfoundland and Labrador,Marystown,2011A00051002024,Violence Against Women,General - females,Number of beds,10,21.1,17
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,General - both genders,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,General - both genders,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,General - males,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,General - males,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,General - females,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,General - females,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,Youth,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,Youth,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,Family,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Emergency,Family,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,General - both genders,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,General - both genders,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,General - males,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,General - males,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,General - females,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,General - females,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,Youth,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,Youth,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,Family,Number of shelters,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Transitional Housing,Family,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Violence Against Women,General - females,Number of shelters,1,28.9,24.4
Newfoundland and Labrador,Nain,2011A00051011035,Violence Against Women,General - females,Number of beds,0,28.9,24.4
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,General - both genders,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,General - both genders,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,General - males,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,General - males,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,General - females,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,General - females,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,Youth,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,Youth,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,Family,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Emergency,Family,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,General - both genders,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,General - both genders,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,General - males,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,General - males,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,General - females,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,General - females,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,Youth,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,Youth,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,Family,Number of shelters,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Transitional Housing,Family,Number of beds,0,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Violence Against Women,General - females,Number of shelters,1,25,
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Violence Against Women,General - females,Number of beds,0,25,
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,General - both genders,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,General - both genders,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,General - males,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,General - males,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,General - females,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,General - females,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,Youth,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,Youth,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,Family,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Emergency,Family,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,General - both genders,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,General - both genders,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,General - males,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,General - males,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,General - females,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,General - females,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,Youth,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,Youth,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,Family,Number of shelters,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Transitional Housing,Family,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Violence Against Women,General - females,Number of shelters,1,33.3,13.1
Newfoundland and Labrador,Rigolet,2011A00051011010,Violence Against Women,General - females,Number of beds,0,33.3,13.1
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,General - both genders,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,General - both genders,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,General - males,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,General - males,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,General - females,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,General - females,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,Youth,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,Youth,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,Family,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Emergency,Family,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,General - both genders,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,General - both genders,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,General - males,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,General - males,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,General - females,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,General - females,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,Youth,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,Youth,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,Family,Number of shelters,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Transitional Housing,Family,Number of beds,0,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Violence Against Women,General - females,Number of shelters,1,26,
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Violence Against Women,General - females,Number of beds,0,26,
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,General - both genders,Number of shelters,2,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,General - both genders,Number of beds,24,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,General - males,Number of shelters,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,General - males,Number of beds,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,General - females,Number of shelters,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,General - females,Number of beds,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,Youth,Number of shelters,2,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,Youth,Number of beds,17,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,Family,Number of shelters,1,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Emergency,Family,Number of beds,12,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,General - both genders,Number of shelters,2,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,General - both genders,Number of beds,74,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,General - males,Number of shelters,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,General - males,Number of beds,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,General - females,Number of shelters,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,General - females,Number of beds,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,Youth,Number of shelters,2,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,Youth,Number of beds,25,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,Family,Number of shelters,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Transitional Housing,Family,Number of beds,0,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Violence Against Women,General - females,Number of shelters,1,8.9,16
Newfoundland and Labrador,St. John's,2011A00051001519,Violence Against Women,General - females,Number of beds,22,8.9,16
Prince Edward Island,Charlottetown,2011A00051102075,Emergency,General - both genders,Number of shelters,0,10.5,22.4
